id;data;competencia;tipo;descricao;categoria;grupo;forma_pagamento;cartao;parcela;parcelas_total;valor;pago;obs;vencimento;data_pagamento;valor_pago
MRV050;2028-08-08;2028-08;Saída;MRV parcela mensal 061;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2028-08-08;;
MRV051;2028-09-08;2028-09;Saída;MRV seguro casa garantia 064;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2028-09-08;;
MRV052;2028-09-08;2028-09;Saída;MRV parcela mensal 062;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2028-09-08;;
MRV053;2028-10-08;2028-10;Saída;MRV parcela mensal 063;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2028-10-08;;
MRV054;2028-10-08;2028-10;Saída;MRV seguro casa garantia 065;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2028-10-08;;
MRV055;2028-11-08;2028-11;Saída;MRV seguro casa garantia 066;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2028-11-08;;
MRV056;2028-11-08;2028-11;Saída;MRV parcela mensal 064;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2028-11-08;;
MRV057;2028-12-08;2028-12;Saída;MRV parcela mensal 065;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2028-12-08;;
MRV058;2028-12-08;2028-12;Saída;MRV seguro casa garantia 067;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2028-12-08;;
MRV059;2029-01-08;2029-01;Saída;MRV parcela mensal 066;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-01-08;;
MRV060;2029-01-08;2029-01;Saída;MRV seguro casa garantia 068;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-01-08;;
MRV061;2029-02-08;2029-02;Saída;MRV parcela mensal 067;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-02-08;;
MRV062;2029-02-08;2029-02;Saída;MRV seguro casa garantia 069;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-02-08;;
MRV063;2029-03-08;2029-03;Saída;MRV parcela mensal 068;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-03-08;;
MRV064;2029-03-08;2029-03;Saída;MRV seguro casa garantia 070;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-03-08;;
MRV065;2029-04-08;2029-04;Saída;MRV parcela mensal 069;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-04-08;;
MRV066;2029-04-08;2029-04;Saída;MRV seguro casa garantia 071;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-04-08;;
MRV067;2029-05-08;2029-05;Saída;MRV parcela mensal 070;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-05-08;;
MRV068;2029-05-08;2029-05;Saída;MRV seguro casa garantia 072;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-05-08;;
MRV069;2029-06-08;2029-06;Saída;MRV parcela mensal 071;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-06-08;;
MRV070;2029-06-08;2029-06;Saída;MRV seguro casa garantia 073;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-06-08;;
MRV071;2029-07-08;2029-07;Saída;MRV parcela mensal 072;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-07-08;;
MRV072;2029-07-08;2029-07;Saída;MRV seguro casa garantia 074;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-07-08;;
MRV073;2029-08-08;2029-08;Saída;MRV parcela mensal 073;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-08-08;;
MRV074;2029-08-08;2029-08;Saída;MRV seguro casa garantia 075;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-08-08;;
MRV075;2029-09-08;2029-09;Saída;MRV parcela mensal 074;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-09-08;;
MRV076;2029-09-08;2029-09;Saída;MRV seguro casa garantia 076;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-09-08;;
MRV077;2029-10-08;2029-10;Saída;MRV parcela mensal 075;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-10-08;;
MRV078;2029-10-08;2029-10;Saída;MRV seguro casa garantia 077;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-10-08;;
MRV079;2029-11-08;2029-11;Saída;MRV parcela mensal 076;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-11-08;;
MRV080;2029-11-08;2029-11;Saída;MRV seguro casa garantia 078;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-11-08;;
MRV081;2029-12-08;2029-12;Saída;MRV parcela mensal 077;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-12-08;;
MRV082;2029-12-08;2029-12;Saída;MRV seguro casa garantia 079;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2029-12-08;;
MRV083;2030-01-08;2030-01;Saída;MRV parcela mensal 078;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-01-08;;
MRV084;2030-01-08;2030-01;Saída;MRV seguro casa garantia 080;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-01-08;;
MRV085;2030-02-08;2030-02;Saída;MRV parcela mensal 079;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-02-08;;
MRV086;2030-02-08;2030-02;Saída;MRV seguro casa garantia 081;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-02-08;;
MRV087;2030-03-08;2030-03;Saída;MRV parcela mensal 080;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-03-08;;
MRV088;2030-03-08;2030-03;Saída;MRV seguro casa garantia 082;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-03-08;;
MRV089;2030-04-08;2030-04;Saída;MRV parcela mensal 081;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-04-08;;
MRV090;2030-04-08;2030-04;Saída;MRV seguro casa garantia 083;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-04-08;;
MRV091;2030-05-08;2030-05;Saída;MRV seguro casa garantia 084;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-05-08;;
MRV092;2030-05-08;2030-05;Saída;MRV parcela mensal 082;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-05-08;;
MRV093;2030-06-08;2030-06;Saída;MRV parcela mensal 083;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-06-08;;
MRV094;2030-06-08;2030-06;Saída;MRV seguro casa garantia 085;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-06-08;;
MRV095;2030-07-08;2030-07;Saída;MRV seguro casa garantia 086;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-07-08;;
MRV096;2030-07-08;2030-07;Saída;MRV parcela mensal 084;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-07-08;;
MRV097;2030-08-08;2030-08;Saída;MRV seguro casa garantia 087;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-08-08;;
MRV098;2030-08-08;2030-08;Saída;MRV parcela mensal 085;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-08-08;;
MRV099;2030-09-08;2030-09;Saída;MRV seguro casa garantia 088;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-09-08;;
MRV100;2030-09-08;2030-09;Saída;MRV parcela mensal 086;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-09-08;;
MRV101;2030-10-08;2030-10;Saída;MRV parcela mensal 087;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-10-08;;
MRV102;2030-10-08;2030-10;Saída;MRV seguro casa garantia 089;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-10-08;;
MRV103;2030-11-08;2030-11;Saída;MRV parcela mensal 088;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-11-08;;
MRV104;2030-11-08;2030-11;Saída;MRV seguro casa garantia 090;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-11-08;;
MRV105;2030-12-08;2030-12;Saída;MRV parcela mensal 089;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-12-08;;
MRV106;2030-12-08;2030-12;Saída;MRV seguro casa garantia 091;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2030-12-08;;
MRV107;2031-01-08;2031-01;Saída;MRV seguro casa garantia 092;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-01-08;;
MRV108;2031-01-08;2031-01;Saída;MRV parcela mensal 090;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-01-08;;
MRV109;2031-02-08;2031-02;Saída;MRV parcela mensal 091;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-02-08;;
MRV110;2031-02-08;2031-02;Saída;MRV seguro casa garantia 093;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-02-08;;
MRV111;2031-03-08;2031-03;Saída;MRV parcela mensal 092;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-03-08;;
MRV112;2031-03-08;2031-03;Saída;MRV seguro casa garantia 094;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-03-08;;
MRV113;2031-04-08;2031-04;Saída;MRV parcela mensal 093;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-04-08;;
MRV114;2031-04-08;2031-04;Saída;MRV seguro casa garantia 095;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-04-08;;
MRV115;2031-05-08;2031-05;Saída;MRV parcela mensal 094;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-05-08;;
MRV116;2031-05-08;2031-05;Saída;MRV seguro casa garantia 096;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-05-08;;
MRV117;2031-06-08;2031-06;Saída;MRV parcela mensal 095;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-06-08;;
MRV118;2031-06-08;2031-06;Saída;MRV seguro casa garantia 097;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-06-08;;
MRV119;2031-07-08;2031-07;Saída;MRV parcela mensal 096;Aluguel/Condomínio;Moradia;Boleto;;1;1;1278.04;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-07-08;;
MRV120;2031-07-08;2031-07;Saída;MRV seguro casa garantia 098;Aluguel/Condomínio;Moradia;Boleto;;1;1;35.57;Não;MRV Torres Dos Portugueses · contrato 43233031;2031-07-08;;
